WKT;codvia;lf_add;lt_add;rf_add;rt_add;tipcalle;nomcalle;longitud;tipnomcall
"LINESTRING (721870.562 4375439.599,721819.687 4375427.099,721816.437 4375426.099)";37080;0;0;10;14;C;INGENIERO AUBAN;55.78849;C. INGENIERO AUBAN
"LINESTRING (724376.772 4375425.39099999983,724334.175 4375475.59499999974)";46410;7;11;8;12;C;MARQUESA PATERNA DEL CAMPO;58.67975;C. MARQUESA PATERNA DEL CAMPO
"LINESTRING (724376.772 4375425.39099999983,724414.312 4375457.234)";80960;21;21;0;0;C;SALVADOR CERVERO;50.00516;C. SALVADOR CERVERO
"LINESTRING (721411.278 4375492.12399999984,721413.252 4375488.099,721445.502 4375431.099)";14160;1;1;2;6;C;CANONIGO FENOLLERA;73.08230;C. CANONIGO FENOLLERA
"LINESTRING (722052.374 4375431.598,722035.561 4375463.598,722023.436 4375484.098)";25020;15;25;10;20;C;DOCTOR SORIANO BENLLOCH;59.96509;C. DOCTOR SORIANO BENLLOCH
"LINESTRING (723974.193 4375508.03799999971,723961.788 4375483.622,723934.677 4375432.09499999974)";81426;0;0;2;6;C;EMILI CAMPS I GALLEGO (ESCRITOR);71.87940;C. EMILI CAMPS I GALLEGO (ESCRITOR)
"LINESTRING (723776.741 4375472.096,723774.115 4375438.096)";4050;0;0;0;0;C;ALQUERIA DELS MOROS;34.10118;C. ALQUERIA DELS MOROS
"LINESTRING (721870.562 4375439.599,721843.5 4375529.599)";28770;17;23;22;30;C;ESPERANZA;93.98074;C. ESPERANZA
"LINESTRING (721914.375 4375450.098,721890.437 4375444.099,721870.562 4375439.599)";37080;3;3;2;4;C;INGENIERO AUBAN;45.05607;C. INGENIERO AUBAN
"LINESTRING (724293.675 4375442.09499999974,724240.425 4375504.09499999974)";69390;7;9;8;14;C;SANCHEZ ARJONA;81.72859;C. SANCHEZ ARJONA
"LINESTRING (724293.675 4375442.09499999974,724304.738 4375451.09499999974,724328.425 4375470.59499999974,724334.175 4375475.59499999974)";15060;9;11;10;10;C;CARMELO RODA;52.56236;C. CARMELO RODA
"LINESTRING (726329.24 4374236.64099999983,726315.243 4374248.62799999956)";61410;0;0;0;0;AV;PRIMADO REIG;0.00000;AV. PRIMADO REIG
"LINESTRING (721914.375 4375450.098,721890.437 4375535.099,721890.437 4375538.099)";26730;29;33;34;52;C;ELIAS TORMO;91.30631;C. ELIAS TORMO
"LINESTRING (721087.004 4375458.1,721044.066 4375487.1,721033.879 4375488.1)";45540;0;0;0;0;C;MARIANO ALAPONT;62.04987;C. MARIANO ALAPONT
"LINESTRING (727445.013 4373210.712,727459.071 4373201.055,727491.14 4373183.937)";61410;0;0;124;124;AV;PRIMADO REIG;0.00000;AV. PRIMADO REIG
"LINESTRING (724078.739 4375459.59499999974,724040.114 4375503.59499999974)";63300;6;7;0;0;PL;REGINO MAS;58.54819;PL. REGINO MAS
"LINESTRING (724095.614 4375474.09499999974,724078.739 4375459.59499999974)";63300;0;0;0;0;PL;REGINO MAS;22.24895;PL. REGINO MAS
"LINESTRING (721955.561 4375460.098,721934.437 4375541.099,721933.125 4375546.099)";29820;27;45;26;36;C;FELIPE VALLS;88.87881;C. FELIPE VALLS
"LINESTRING (721955.561 4375460.098,722023.436 4375484.098)";10020;1;7;2;12;C;BENETUSER;71.99316;C. BENETUSER
"LINESTRING (724414.312 4375457.234,724383.3 4375495.59499999974)";15000;13;15;0;0;C;CARLOS CORTINA;40.62096;C. CARLOS CORTINA
"LINESTRING (724095.614 4375474.09499999974,724054.364 4375523.09499999974)";63300;8;9;10;11;PL;REGINO MAS;64.05125;PL. REGINO MAS
"LINESTRING (724095.614 4375474.09499999974,724135.051 4375508.09499999974)";63300;12;12;1;1;PL;REGINO MAS;52.07030;PL. REGINO MAS
"LINESTRING (724850.968 4375595.77,724839.026 4375587.90699999966,724833.055 4375582.75499999989,724822.47 4375575.434,724809.714 4375565.13,724801.572 4375558.622,724789.63 4375549.403,724777.417 4375538.82799999975,724763.575 4375526.626,724756.683 4375520.82299999986,724752.069 4375519.467,724748.673 4375521.09499999974,724742.298 4375522.59499999974,724733.111 4375528.59499999974,724729.542 4375525.97499999963,724724.386 4375522.17899999954,724715.972 4375513.773,724703.487 4375506.45199999958,724695.345 4375502.113,724686.389 4375495.60599999968,724679.361 4375491.59499999974,724673.904 4375488.013,724669.561 4375486.386,724664.948 4375483.404,724659.173 4375480.59499999974,724650.048 4375475.09499999974)";34020;57;57;0;0;C.V.;GODELLA;249.46053;C.V. GODELLA
"LINESTRING (724334.175 4375475.59499999974,724280.488 4375537.59499999974)";46410;13;19;14;20;C;MARQUESA PATERNA DEL CAMPO;82.01431;C. MARQUESA PATERNA DEL CAMPO
"LINESTRING (724334.175 4375475.59499999974,724338.488 4375479.09499999974,724354.238 4375492.09499999974,724383.3 4375495.59499999974)";15060;13;15;12;12;C;CARMELO RODA;55.24867;C. CARMELO RODA
"LINESTRING (724023.364 4375478.09499999974,724040.114 4375503.59499999974)";23180;1;1;2;2;C;"FOC, DEL";30.50922;"C. FOC, DEL"
"LINESTRING (724210.051 4375478.59499999974,724200.864 4375489.09499999974)";23230;15;15;0;0;C;"NINOT, DEL";13.95207;"C. NINOT, DEL"
"LINESTRING (724210.051 4375478.59499999974,724240.425 4375504.09499999974)";68100;17;17;32;32;AV;SAN JOSE ARTESANO;39.65969;AV. SAN JOSE ARTESANO
"LINESTRING (722193.859 4375539.792,722192.317 4375511.876,722215.123 4375483.098)";28860;1;9;2;14;C;ESPRONCEDA;91.07027;C. ESPRONCEDA
"LINESTRING (722215.123 4375483.098,722234.748 4375498.098,722250.31 4375508.598,722260.685 4375516.098,722293.873 4375541.098,722380.998 4375607.598,722382.935 4375608.598,722387.435 4375611.598,722390.435 4375613.598,722393.56 4375615.598,722425.184 4375635.598)";67410;41;55;56;56;C;RAFAEL TENES ESCRICH;259.75330;C. RAFAEL TENES ESCRICH
"LINESTRING (722023.436 4375484.098,722006.686 4375541.098,722002.062 4375557.098)";25020;27;37;26;26;C;DOCTOR SORIANO BENLLOCH;76.06517;C. DOCTOR SORIANO BENLLOCH
"LINESTRING (724970.67 4374134.221,724993.368 4374132.10699999984)";61140;45;53;36;36;AV;PORTUGAL;0.00000;AV. PORTUGAL
"LINESTRING (724200.864 4375489.09499999974,724163.426 4375532.59499999974)";23230;0;0;24;24;C;"NINOT, DEL";57.39178;"C. NINOT, DEL"
"LINESTRING (721411.278 4375492.12399999984,721394.389 4375519.89699999988,721388.961 4375529.122,721375.565 4375548.6,721357.379 4375569.358)";60690;1;1;6;6;SENDA;POLVORIN;101.01789;SENDA. POLVORIN
"LINESTRING (721454.939 4375518.099,721411.278 4375492.12399999984)";13620;61;61;74;74;C;CAMPAMENTO;45.06176;C. CAMPAMENTO
"LINESTRING (724383.3 4375495.59499999974,724372.863 4375507.59499999974,724344.738 4375541.09499999974,724319.3 4375570.59499999974)";15000;17;23;0;0;C;CARLOS CORTINA;98.59777;C. CARLOS CORTINA
"LINESTRING (724040.114 4375503.59499999974,724054.364 4375523.09499999974)";23180;3;3;4;4;C;"FOC, DEL";24.15186;"C. FOC, DEL"
"LINESTRING (724240.425 4375504.09499999974,724208.801 4375541.09499999974,724193.926 4375558.59499999974)";69390;11;11;16;22;C;SANCHEZ ARJONA;71.64153;C. SANCHEZ ARJONA
"LINESTRING (724240.425 4375504.09499999974,724280.488 4375537.59499999974)";68100;19;21;34;36;AV;SAN JOSE ARTESANO;52.22312;AV. SAN JOSE ARTESANO
"LINESTRING (724135.051 4375508.09499999974,724106.989 4375541.09499999974,724088.926 4375562.096)";63300;13;14;16;17;PL;REGINO MAS;71.01798;PL. REGINO MAS
"LINESTRING (724163.426 4375532.59499999974,724135.051 4375508.09499999974)";63300;0;0;0;0;PL;REGINO MAS;37.48854;PL. REGINO MAS
"LINESTRING (724766.031 4373358.41199999955,724608.294 4373273.701)";47760;0;0;14;14;AV;MENENDEZ PIDAL;0.00000;AV. MENENDEZ PIDAL
"LINESTRING (721798.5 4375521.099,721764.938 4375515.099)";21450;21;23;22;24;C;CRISOSTOMO MARTINEZ;34.09459;C. CRISOSTOMO MARTINEZ
"LINESTRING (721454.939 4375518.099,721441.127 4375541.099,721406.94 4375597.6)";42420;1;13;2;16;C;"PINOS, LOS";92.86695;"C. PINOS, LOS"
"LINESTRING (721505.064 4375548.599,721492.814 4375541.099,721454.939 4375518.099)";13620;59;59;66;72;C;CAMPAMENTO;58.67516;C. CAMPAMENTO
"LINESTRING (725340.633 4374010.922,725326.306 4374054.94799999986)";60240;0;0;0;0;C;POETA FERNANDEZ HEREDIA;0.00000;C. POETA FERNANDEZ HEREDIA
"LINESTRING (721843.5 4375529.599,721798.5 4375521.099)";21450;17;19;18;20;C;CRISOSTOMO MARTINEZ;45.79574;C. CRISOSTOMO MARTINEZ
"LINESTRING (724054.364 4375523.09499999974,724067.426 4375541.096,724073.551 4375549.596,724088.926 4375562.096)";23180;5;7;6;10;C;"FOC, DEL";52.53232;"C. FOC, DEL"
"LINESTRING (721843.5 4375529.599,721840.375 4375541.099,721816.229 4375618.96899999958,721810.613 4375638.517)";13470;1;17;2;20;C;CAMARENA;125.32428;C. CAMARENA
"LINESTRING (721890.437 4375538.099,721843.5 4375529.599)";21450;13;13;10;14;C;CRISOSTOMO MARTINEZ;47.70093;C. CRISOSTOMO MARTINEZ
"LINESTRING (724163.426 4375532.59499999974,724155.926 4375541.09499999974,724119.864 4375582.596)";23230;17;19;28;30;C;"NINOT, DEL";66.31536;"C. NINOT, DEL"
"LINESTRING (724163.426 4375532.59499999974,724173.551 4375541.09499999974,724193.926 4375558.59499999974)";75690;1;5;2;2;C;VICENTE CANET;40.07861;C. VICENTE CANET
"LINESTRING (724280.488 4375537.59499999974,724277.675 4375541.09499999974,724233.426 4375592.59499999974)";46410;21;27;22;28;C;MARQUESA PATERNA DEL CAMPO;72.38929;C. MARQUESA PATERNA DEL CAMPO
"LINESTRING (724280.488 4375537.59499999974,724284.425 4375541.09499999974,724319.3 4375570.59499999974)";68100;23;25;38;40;AV;SAN JOSE ARTESANO;50.94659;AV. SAN JOSE ARTESANO
"LINESTRING (721890.437 4375538.099,721888.75 4375541.099,721862.126 4375634.07,721859.869 4375644.39)";26730;35;43;54;70;C;ELIAS TORMO;123.46517;C. ELIAS TORMO
"LINESTRING (721933.125 4375546.099,721906.25 4375541.099,721890.437 4375538.099)";21450;9;9;8;8;C;CRISOSTOMO MARTINEZ;43.43073;C. CRISOSTOMO MARTINEZ
"LINESTRING (728648.133 4372244.507,728657.698 4372272.81)";60030;0;0;0;0;C;POETA ANDRES CABRELLES;0.00000;C. POETA ANDRES CABRELLES
"LINESTRING (721933.125 4375546.099,721918.937 4375600.599)";29820;47;57;38;40;C;FELIPE VALLS;56.31638;C. FELIPE VALLS
"LINESTRING (722002.062 4375557.098,721933.125 4375546.099)";21450;1;7;2;6;C;CRISOSTOMO MARTINEZ;69.80959;C. CRISOSTOMO MARTINEZ
"LINESTRING (726136.667 4375547.093,726098.495 4375557.189,726080.09 4375560.10699999984,726073.079 4375560.983,726065.484 4375562.44199999981,726054.042 4375563.593,726033.642 4375564.485,726015.355 4375566.593,726006.042 4375567.093,725988.98 4375569.093,725975.917 4375571.593,725967.355 4375575.093,725960.167 4375579.09399999958)";16680;1;3;2;2;ENTRD;CASA TOTA;181.21372;ENTRD. CASA TOTA
"LINESTRING (726136.667 4375547.093,726148.48 4375594.593,726155.917 4375621.593,726160.167 4375629.093,726238.229 4375772.09399999958)";62610;277;301;0;0;AV;CONSTITUCION;85.57288;AV. CONSTITUCION
"LINESTRING (721505.064 4375548.599,721456.815 4375628.099)";7620;1;15;2;2;C;AVE MARIA;92.99630;C. AVE MARIA
"LINESTRING (721582.564 4375595.099,721505.064 4375548.599)";13620;55;57;62;64;C;CAMPAMENTO;90.37975;C. CAMPAMENTO
"LINESTRING (722002.062 4375557.098,721989.437 4375600.099,721987.312 4375606.599)";25020;39;41;28;30;C;DOCTOR SORIANO BENLLOCH;51.65361;C. DOCTOR SORIANO BENLLOCH
"LINESTRING (724193.926 4375558.59499999974,724233.426 4375592.59499999974)";75690;7;15;4;6;C;VICENTE CANET;52.11766;C. VICENTE CANET
"LINESTRING (724088.926 4375562.096,724108.301 4375578.596,724119.864 4375582.596)";23180;9;9;12;12;C;"FOC, DEL";37.68363;"C. FOC, DEL"
"LINESTRING (721357.379 4375569.358,721298.692 4375618.02199999988,721284.69 4375641.324)";60690;0;0;8;22;SENDA;POLVORIN;101.22856;SENDA. POLVORIN
"LINESTRING (727272.121 4370105.06099999975,727371.665 4370166.14099999983)";81612;0;0;4;6;AV;ANTONIO FERRANDIS (ACTOR);0.00000;AV. ANTONIO FERRANDIS (ACTOR)
"LINESTRING (727371.665 4370166.14099999983,727379.203 4370170.558)";81612;0;0;0;0;AV;ANTONIO FERRANDIS (ACTOR);0.00000;AV. ANTONIO FERRANDIS (ACTOR)
"LINESTRING (727176.708 4370262.574,727256.547 4370128.667,727272.121 4370105.06099999975)";33480;75;75;0;0;C;GENERAL URRUTIA;0.00000;C. GENERAL URRUTIA
"LINESTRING (727461.823 4370753.65099999961,727473.738 4370738.849)";81472;0;0;0;0;AV;PROFESSOR LOPEZ PIÑERO;0.00000;AV. PROFESSOR LOPEZ PIÑERO
"LINESTRING (727515.191 4370761.22,727509.114 4370779.014)";81472;0;0;0;0;AV;PROFESSOR LOPEZ PIÑERO;0.00000;AV. PROFESSOR LOPEZ PIÑERO
"LINESTRING (721406.94 4375597.6,721390.44 4375587.1,721357.379 4375569.358)";71370;5;9;6;14;C;SINARCAS;59.04574;C. SINARCAS
"LINESTRING (722124.749 4375570.598,722176.561 4375567.598,722192.489 4375568.73599999957)";58980;21;23;18;18;C;PINTOR ORRENTE;70.89609;C. PINTOR ORRENTE
"LINESTRING (724882.266 4375566.114,724863.772 4375585.359,724850.968 4375595.77)";34020;55;55;0;0;C.V.;GODELLA;43.00267;C.V. GODELLA
"LINESTRING (724884.235 4375568.59499999974,724901.422 4375577.59499999974,724916.985 4375586.09499999974,724933.11 4375595.09499999974,724937.797 4375600.59499999974,724940.172 4375605.59499999974,724941.547 4375622.09499999974,724943.297 4375636.59499999974,724945.422 4375650.59499999974,724948.86 4375657.59499999974,724952.547 4375669.59499999974)";34020;0;0;0;0;C.V.;GODELLA;134.03736;C.V. GODELLA
"LINESTRING (722098.124 4375568.598,722086.186 4375579.598,722082.073 4375626.14599999972,722080.142 4375643.517,722079.82 4375653.167)";39630;1;3;2;10;C;JUAN CALATRAVA;101.17081;C. JUAN CALATRAVA
"LINESTRING (722098.124 4375568.598,722124.749 4375570.598)";41490;0;0;0;0;C;"PENYETES, LES";26.70001;"C. PENYETES, LES"
"LINESTRING (722195.499 4375569.098,722229.873 4375572.598,722242.06 4375573.598,722252.123 4375575.098)";58980;31;33;0;0;C;PINTOR ORRENTE;56.95487;C. PINTOR ORRENTE
"LINESTRING (724319.3 4375570.59499999974,724272.8 4375626.096)";15000;25;31;10;16;C;CARLOS CORTINA;72.40511;C. CARLOS CORTINA
"LINESTRING (724319.3 4375570.59499999974,724327.538 4375577.518,724338.229 4375586.58,724365.119 4375609.883,724386.141 4375628.711)";68100;27;27;0;0;AV;SAN JOSE ARTESANO;125.00715;AV. SAN JOSE ARTESANO
"LINESTRING (722124.749 4375570.598,722123.638 4375616.50299999956,722123.638 4375632.587,722124.281 4375640.307)";41490;17;21;40;42;C;"PENYETES, LES";81.51661;"C. PENYETES, LES"
"LINESTRING (722252.123 4375575.098,722251.998 4375585.598)";58980;0;0;0;0;C;PINTOR ORRENTE;10.50074;C. PINTOR ORRENTE
"LINESTRING (722252.123 4375575.098,722291.185 4375582.098)";58980;37;37;0;0;C;PINTOR ORRENTE;39.68474;C. PINTOR ORRENTE
"LINESTRING (724119.864 4375582.596,724205.837 4375658.31,724294.561 4375735.648)";23180;11;13;14;40;C;"FOC, DEL";168.46977;"C. FOC, DEL"
"LINESTRING (722251.998 4375585.598,722241.623 4375585.098,722241.623 4375594.098)";58980;35;35;0;0;C;PINTOR ORRENTE;19.38704;C. PINTOR ORRENTE
"LINESTRING (722251.998 4375585.598,722259.498 4375587.098)";58980;0;0;0;0;C;PINTOR ORRENTE;7.64853;C. PINTOR ORRENTE
"LINESTRING (724233.426 4375592.59499999974,724272.8 4375626.096)";75690;17;23;8;10;C;VICENTE CANET;51.69759;C. VICENTE CANET
"LINESTRING (721666.303 4375597.228,721660.865 4375604.96,721644.627 4375632.599)";71850;1;7;2;6;C;SOT DE CHERA;45.80400;C. SOT DE CHERA
"LINESTRING (721582.564 4375595.099,721535.378 4375673.599)";38490;7;11;2;14;C;JOAQUIN MARIN;91.59099;C. JOAQUIN MARIN
"LINESTRING (721644.627 4375632.599,721582.564 4375595.099)";13620;41;53;46;54;C;CAMPAMENTO;72.51209;C. CAMPAMENTO
"LINESTRING (727473.738 4370738.849,727484.631 4370722.825,727496.431 4370704.68599999975,727514.344 4370682.217)";81472;0;0;6;8;AV;PROFESSOR LOPEZ PIÑERO;0.00000;AV. PROFESSOR LOPEZ PIÑERO
"LINESTRING (721406.94 4375597.6,721390.44 4375624.6,721358.754 4375676.6)";42420;15;31;18;36;C;"PINOS, LOS";92.53669;"C. PINOS, LOS"
"LINESTRING (721456.815 4375628.099,721406.94 4375597.6)";71370;3;3;2;4;C;SINARCAS;58.46166;C. SINARCAS
"LINESTRING (721918.937 4375600.599,721908.812 4375639.099)";29820;59;61;0;0;C;FELIPE VALLS;39.80911;C. FELIPE VALLS
"LINESTRING (721987.312 4375606.599,721918.937 4375600.599)";42810;4;7;0;0;PL;LUIS CANO;68.63775;PL. LUIS CANO
"LINESTRING (727421.01 4371481.63,727381.323 4371371.172)";81572;1;1;0;0;C;MARTI DOMINGUEZ BARBERA (PERIODISTA);0.00000;C. MARTI DOMINGUEZ BARBERA (PERIODISTA)
"LINESTRING (724272.8 4375626.096,724292.988 4375643.596)";75690;25;27;12;12;C;VICENTE CANET;26.71676;C. VICENTE CANET
"LINESTRING (721456.815 4375628.099,721410.691 4375704.1)";7620;21;31;4;10;C;AVE MARIA;88.90172;C. AVE MARIA
"LINESTRING (727514.344 4370682.217,727527.62 4370664.89599999972,727540.933 4370650.082,727554.851 4370636.78,727565.744 4370625.89599999972)";81472;0;0;10;12;AV;PROFESSOR LOPEZ PIÑERO;0.00000;AV. PROFESSOR LOPEZ PIÑERO
"LINESTRING (721644.627 4375632.599,721618.689 4375681.099)";71850;9;15;8;10;C;SOT DE CHERA;55.00004;C. SOT DE CHERA
"LINESTRING (721725.314 4375681.099,721644.627 4375632.599)";13620;19;39;32;44;C;CAMPAMENTO;94.14203;C. CAMPAMENTO
"LINESTRING (721908.812 4375639.099,721899.986 4375665.967)";29820;0;0;0;0;C;FELIPE VALLS;23.60118;C. FELIPE VALLS
"LINESTRING (721284.69 4375641.324,721269.548 4375693.295,721258.356 4375718.951)";60690;0;0;24;44;SENDA;POLVORIN;88.87760;SENDA. POLVORIN
"LINESTRING (721358.754 4375676.6,721284.69 4375641.324)";2370;5;17;8;16;C;ALFARRASI;73.86456;C. ALFARRASI
"LINESTRING (722345.247 4375662.585,722323.935 4375679.814,722315.879 4375687.132,722301.598 4375699.57199999969,722203.124 4375785.598)";20880;1;39;2;48;C;CORONACION;214.84557;C. CORONACION
"LINESTRING (722345.247 4375662.585,722364.289 4375670.63499999978,722377.471 4375676.12399999984,722392.186 4375682.035)";48540;0;0;0;0;C;MINIATURISTA MESEGUER;43.15470;C. MINIATURISTA MESEGUER
"LINESTRING (728025.02 4371439.422,728083.385 4371418.574)";81571;0;0;4;6;C;MUNICIPI DE LA RODA;0.00000;C. MUNICIPI DE LA RODA
"LINESTRING (722977.693 4371497.963,723005.612 4371501.321)";81569;8;8;9;9;PL;REI ALFONS EL BENIGNE;0.00000;PL. REI ALFONS EL BENIGNE
"LINESTRING (725356.365 4375142.739,725395.211 4375154.99899999984)";81568;3;3;0;0;C;ANGEL GARCIA CARDONA (CINEASTA);0.00000;C. ANGEL GARCIA CARDONA (CINEASTA)
"LINESTRING (721899.986 4375665.967,721889.732 4375684.62799999956,721864.938 4375722.599)";29820;63;71;44;46;C;FELIPE VALLS;71.44398;C. FELIPE VALLS
"LINESTRING (721899.986 4375665.967,721930.744 4375670.358,721958.941 4375672.188,721986.771 4375673.285)";48540;1;15;0;0;C;MINIATURISTA MESEGUER;84.90125;C. MINIATURISTA MESEGUER
"LINESTRING (725734.627 4367972.246,725657.03 4367989.416)";81564;1;25;2;6;C;ENRIQUE OLMOS CERCOS (CATEDRATIC);0.00000;C. ENRIQUE OLMOS CERCOS (CATEDRATIC)
"LINESTRING (722093.561 4375671.082,722101.5 4375685.098,722096.187 4375771.599)";6660;1;9;0;0;C;ARQUITECTO GILABERT;112.57638;C. ARQUITECTO GILABERT
"LINESTRING (722184.124 4375750.098,722193.249 4375725.098,722204.749 4375721.598,722215.249 4375718.598,722232.061 4375714.098,722240.374 4375711.098,722250.686 4375702.098,722260.499 4375690.098,722264.456 4375687.196,722269.757 4375682.892,722272.572 4375680.07799999975,722275.057 4375678.423)";9660;1;1;0;0;C;VILLA DE BELGIDA;139.40093;C. VILLA DE BELGIDA
"LINESTRING (721986.771 4375673.285,721985.672 4375683.89599999972,721980.376 4375762.099)";56790;1;5;2;10;C;PEGO;95.68830;C. PEGO
"LINESTRING (722392.186 4375682.035,722357.033 4375713.86799999978,722344.216 4375725.211,722308.061 4375758.098,722300.499 4375761.098,722219.936 4375808.098)";23970;3;33;6;36;C;DOCTOR BUEN;231.66976;C. DOCTOR BUEN
"LINESTRING (722392.186 4375682.035,722406.468 4375692.28,722420.749 4375699.598,722432.467 4375702.89099999983)";48540;0;0;0;0;C;MINIATURISTA MESEGUER;70.35656;C. MINIATURISTA MESEGUER
"LINESTRING (726089.231 4371736.50899999961,726072.618 4371767.40199999977)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726072.618 4371767.40199999977,726130.584 4371799.683)";46320;21;29;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726089.231 4371736.50899999961,726147.676 4371769.60099999979)";46320;0;0;12;16;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726147.676 4371769.60099999979,726130.584 4371799.683)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726147.676 4371769.60099999979,726159.719 4371776.78199999966)";46320;0;0;18;18;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726130.584 4371799.683,726144.592 4371807.565)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726144.592 4371807.565,726157.8 4371815.07799999975)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726159.719 4371776.78199999966,726174.819 4371785.53299999982)";46320;0;0;20;20;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726174.819 4371785.53299999982,726157.8 4371815.07799999975)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726157.8 4371815.07799999975,726214.918 4371848.22599999979)";46320;31;39;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726174.819 4371785.53299999982,726231.545 4371819.02099999972)";46320;0;0;22;32;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726214.918 4371848.22599999979,726231.545 4371819.02099999972)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726214.918 4371848.22599999979,726228.454 4371856.866)";46320;39;39;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726231.545 4371819.02099999972,726245.781 4371827.49299999978)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726228.454 4371856.866,726244.206 4371865.26)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726245.781 4371827.49299999978,726260.456 4371835.90099999961)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726244.206 4371865.26,726260.456 4371835.90099999961)";46320;0;0;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
"LINESTRING (726244.206 4371865.26,726300.619 4371898.678)";46320;41;45;0;0;G.V.;MARQUES DEL TURIA;0.00000;G.V. MARQUES DEL TURIA
